tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
654,2018-07-19 17:00:10.619000,2018-07-19 17:11:05.230000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,2708,Subscriber,1961,2
505,2018-07-21 07:15:39.980000,2018-07-21 07:24:05.112000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3260,Subscriber,1959,2
676,2018-07-21 08:29:55.436000,2018-07-21 08:41:11.950000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,3260,Subscriber,1959,2
552,2018-07-25 06:19:42.790000,2018-07-25 06:28:54.855000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2762,Subscriber,1959,2
712,2018-07-25 07:36:05.748000,2018-07-25 07:47:58.358000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,302,Subscriber,1959,2
605,2018-07-27 06:33:40.947000,2018-07-27 06:43:46.477000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2184,Subscriber,1959,2
751,2018-07-27 07:49:42.228000,2018-07-27 08:02:13.775000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2123,Subscriber,1959,2
567,2018-07-30 06:46:21.782000,2018-07-30 06:55:49.405000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2768,Subscriber,1959,2
910,2018-07-30 08:02:28.962000,2018-07-30 08:17:39.553000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,1305,Subscriber,1959,2
533,2018-07-30 07:19:46.087000,2018-07-30 07:28:39.796000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,2066,Subscriber,1961,2
750,2018-07-30 17:14:04.647000,2018-07-30 17:26:35.178000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,2670,Subscriber,1961,2
511,2018-08-01 06:39:18.003000,2018-08-01 06:47:49.678000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2254,Subscriber,1959,2
757,2018-08-01 07:54:41.155000,2018-08-01 08:07:19.035000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2747,Subscriber,1959,2
593,2018-08-02 06:49:33.926000,2018-08-02 06:59:27.485000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,3140,Subscriber,1961,2
640,2018-08-02 16:47:13.942000,2018-08-02 16:57:54.876000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,1953,Subscriber,1961,2
464,2018-08-03 06:41:00.412000,2018-08-03 06:48:45.242000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2829,Subscriber,1959,2
744,2018-08-03 07:56:16.436000,2018-08-03 08:08:40.730000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,3083,Subscriber,1959,2
645,2018-08-06 07:05:09.804000,2018-08-06 07:15:55.506000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,2414,Subscriber,1961,2
761,2018-08-06 17:22:46.351000,2018-08-06 17:35:28.062000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,517,Subscriber,1961,2
659,2018-08-07 07:36:16.070000,2018-08-07 07:47:15.742000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,1157,Subscriber,1961,2
729,2018-08-07 17:15:56.710000,2018-08-07 17:28:06.448000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,3252,Subscriber,1961,2
515,2018-08-10 06:42:07.408000,2018-08-10 06:50:43.153000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2224,Subscriber,1959,2
752,2018-08-10 07:56:46.137000,2018-08-10 08:09:18.397000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2951,Subscriber,1959,2
530,2018-08-13 06:23:24.538000,2018-08-13 06:32:15.233000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2415,Subscriber,1959,2
734,2018-08-13 07:42:29.094000,2018-08-13 07:54:43.469000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2410,Subscriber,1959,2
539,2018-08-15 06:38:08.082000,2018-08-15 06:47:07.825000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3329,Subscriber,1959,2
756,2018-08-15 07:56:31.039000,2018-08-15 08:09:07.467000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,3481,Subscriber,1959,2
472,2018-08-17 06:16:06.252000,2018-08-17 06:23:59.143000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3284,Subscriber,1959,2
743,2018-08-17 07:36:30.907000,2018-08-17 07:48:54.754000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,3284,Subscriber,1959,2
491,2018-08-20 06:44:06.550000,2018-08-20 06:52:17.796000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2580,Subscriber,1959,2
925,2018-08-20 08:05:44.587000,2018-08-20 08:21:10.146000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2691,Subscriber,1959,2
501,2018-08-23 06:34:26.439000,2018-08-23 06:42:47.468000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,2064,Subscriber,1961,2
649,2018-08-23 17:16:29.438000,2018-08-23 17:27:18.917000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,2486,Subscriber,1961,2
493,2018-08-25 07:06:12.446000,2018-08-25 07:14:26.439000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3113,Subscriber,1959,2
693,2018-08-25 08:15:02.364000,2018-08-25 08:26:36.360000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2908,Subscriber,1959,2
550,2018-08-29 06:21:50.693000,2018-08-29 06:31:01.434000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,4117,Subscriber,1959,2
778,2018-08-29 07:37:57.135000,2018-08-29 07:50:55.225000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,3742,Subscriber,1959,2
608,2018-08-30 06:55:07.728000,2018-08-30 07:05:15.932000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,2794,Subscriber,1961,2
670,2018-08-30 17:23:21.034000,2018-08-30 17:34:31.180000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,4002,Subscriber,1961,2
621,2018-08-31 06:37:09.194000,2018-08-31 06:47:30.513000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2968,Subscriber,1959,2
735,2018-08-31 07:58:04.002000,2018-08-31 08:10:19.713000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2455,Subscriber,1959,2
523,2018-09-03 07:14:05.962000,2018-09-03 07:22:49.537000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3821,Subscriber,1959,2
1101,2018-09-03 08:29:48.529000,2018-09-03 08:48:09.604000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2015,Subscriber,1959,2
467,2018-09-05 06:26:06.309000,2018-09-05 06:33:54.070000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,4011,Subscriber,1959,2
768,2018-09-05 07:46:20.091000,2018-09-05 07:59:08.660000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2743,Subscriber,1959,2
624,2018-09-06 06:37:41.342000,2018-09-06 06:48:06.117000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,3488,Subscriber,1961,2
696,2018-09-06 16:40:41.951000,2018-09-06 16:52:18.235000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,2491,Subscriber,1961,2
434,2018-09-10 10:32:58.084000,2018-09-10 10:40:12.396000,150,State Street at Channel Center,42.344137,-71.052608,222,Troy Boston,42.343749,-71.062256,4109,Subscriber,1959,2
818,2018-09-10 11:44:39.088000,2018-09-10 11:58:18.055000,222,Troy Boston,42.343749,-71.062256,150,State Street at Channel Center,42.344137,-71.052608,3149,Subscriber,1959,2
760,2018-09-13 06:31:58.333000,2018-09-13 06:44:38.617000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,3716,Subscriber,1961,2
758,2018-09-13 17:22:19.674000,2018-09-13 17:34:57.689000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,3929,Subscriber,1961,2
722,2018-09-13 11:02:27.853000,2018-09-13 11:14:30.521000,150,State Street at Channel Center,42.344137,-71.052608,151,Surface Rd at India St,42.358155,-71.052163,3491,Subscriber,1957,2
716,2018-09-13 16:43:32.482000,2018-09-13 16:55:28.936000,151,Surface Rd at India St,42.358155,-71.052163,150,State Street at Channel Center,42.344137,-71.052608,2239,Subscriber,1957,2
495,2018-09-15 07:12:18.680000,2018-09-15 07:20:34.404000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,4165,Subscriber,1959,2
766,2018-09-15 08:23:23.090000,2018-09-15 08:36:09.431000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,4165,Subscriber,1959,2
565,2018-09-17 06:27:54.271000,2018-09-17 06:37:20.162000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,2666,Subscriber,1959,2
741,2018-09-17 07:52:52.814000,2018-09-17 08:05:14.400000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,2566,Subscriber,1959,2
652,2018-09-17 06:55:30.181000,2018-09-17 07:06:22.287000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,2477,Subscriber,1961,2
780,2018-09-17 17:12:53.509000,2018-09-17 17:25:54.272000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,3956,Subscriber,1961,2
569,2018-09-17 11:12:23.013000,2018-09-17 11:21:52.617000,150,State Street at Channel Center,42.344137,-71.052608,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,3904,Subscriber,1957,2
666,2018-09-17 17:41:17.356000,2018-09-17 17:52:24.222000,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,150,State Street at Channel Center,42.344137,-71.052608,3382,Subscriber,1957,2
1987,2018-09-17 14:00:14.216000,2018-09-17 14:33:21.362000,150,State Street at Channel Center,42.344137,-71.052608,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,3279,Subscriber,1959,2
2478,2018-09-17 15:30:17.756000,2018-09-17 16:11:36.317000,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,150,State Street at Channel Center,42.344137,-71.052608,4028,Subscriber,1959,2
754,2018-09-19 06:39:12.445000,2018-09-19 06:51:47.323000,150,State Street at Channel Center,42.344137,-71.052608,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3911,Subscriber,1959,2
845,2018-09-19 08:02:56.247000,2018-09-19 08:17:01.979000,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,150,State Street at Channel Center,42.344137,-71.052608,3243,Subscriber,1959,2
641,2018-09-20 06:50:40.797000,2018-09-20 07:01:22.014000,150,State Street at Channel Center,42.344137,-71.052608,23,Boston City Hall - 28 State St,42.35892,-71.057629,2718,Subscriber,1961,2
663,2018-09-20 17:03:22.102000,2018-09-20 17:14:25.285000,23,Boston City Hall - 28 State St,42.35892,-71.057629,150,State Street at Channel Center,42.344137,-71.052608,2751,Subscriber,1961,2
