tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
702,2018-09-18 08:48:33.160000,2018-09-18 09:00:15.705000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,177,University Park,42.36264779118595,-71.10006093978882,3776,Subscriber,1982,2
748,2018-09-18 17:48:43.395000,2018-09-18 18:01:11.877000,177,University Park,42.36264779118595,-71.10006093978882,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,1111,Subscriber,1982,2
768,2018-09-19 08:47:27.311000,2018-09-19 09:00:15.774000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,177,University Park,42.36264779118595,-71.10006093978882,3649,Subscriber,1982,2
667,2018-09-19 17:20:24.321000,2018-09-19 17:31:31.466000,177,University Park,42.36264779118595,-71.10006093978882,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,2472,Subscriber,1982,2
485,2018-09-21 07:49:00.275000,2018-09-21 07:57:05.763000,4,Tremont St at E Berkeley St,42.345392,-71.069616,35,Arch St at Franklin St,42.355335019412564,-71.0582291708306,3458,Subscriber,1982,2
595,2018-09-21 16:09:46.251000,2018-09-21 16:19:41.766000,35,Arch St at Franklin St,42.355335019412564,-71.0582291708306,4,Tremont St at E Berkeley St,42.345392,-71.069616,2337,Subscriber,1982,2
1035,2018-09-21 08:33:59.294000,2018-09-21 08:51:14.681000,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,143,EF - North Point Park,42.369885,-71.069957,3900,Subscriber,1980,2
1128,2018-09-21 17:40:21.127000,2018-09-21 17:59:09.404000,143,EF - North Point Park,42.369885,-71.069957,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,3869,Subscriber,1980,2
873,2018-09-24 06:55:35.956000,2018-09-24 07:10:09.801000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,3920,Subscriber,1977,2
1995,2018-09-24 13:37:17.251000,2018-09-24 14:10:33.150000,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,3915,Subscriber,1977,2
1024,2018-09-24 08:26:04.480000,2018-09-24 08:43:08.750000,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,143,EF - North Point Park,42.369885,-71.069957,3260,Subscriber,1980,2
958,2018-09-24 17:38:25.770000,2018-09-24 17:54:23.997000,143,EF - North Point Park,42.369885,-71.069957,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,376,Subscriber,1980,2
746,2018-09-24 08:37:57.780000,2018-09-24 08:50:24.338000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,33,Kenmore Square,42.348706,-71.097009,2075,Subscriber,1980,2
530,2018-09-24 16:35:50.361000,2018-09-24 16:44:41.330000,33,Kenmore Square,42.348706,-71.097009,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,2204,Subscriber,1980,2
